"","data_source","bibliographicCitation","type","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","taxonomicStatus","acceptedScientificName","scientificNameAuthorship","dayIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","yearIdentified","country"
"97185","gbif","http://www.tropicos.org/Specimen/100369937","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","100369937","Macía 2623","Manuel J. Macía|H. Romero|comunidad Huaorani de Dicaro","","1998-03-05 00:00:00","1998","3","5","","","","EC","Orellana","","","Parque Nacional Yasuní. Carretera Pompeya Sur - Iro Km 89,2. En territorio de la comunidad Huaorani de Dicaro. Parcela temporal de muestreo (0.1 ha) Nº 19.","","","-0.876283","-76.24412",NA,"","P. Acevedo (US)","1999-01-01","","Paullinia mazanensis J.F.Macbr.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia mazanensis J.F.Macbr.","J.F.Macbr.",NA,NA,NA,NA,NA,NA
"23359","gbif","","Collection","","","Instituto de Botânica","SP","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","PRESERVED_SPECIMEN","38288","6075","Mello Barreto","","1933-03-25 00:00:00","1933","3","25","","","","BR","Minas Gerais","","Santa Luzia","Lagoa Santa","","",NA,NA,NA,"","Barreto, M",NA,"","Paullinia racemosa Wawra","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia racemosa Wawra","Wawra",NA,NA,NA,NA,NA,NA
"19542","gbif","","PhysicalObject","","","BR","","Meise Botanic Garden Herbarium (BR)","PRESERVED_SPECIMEN","BR0000008109996","S.N.","Collector unknown","",NA,NA,NA,NA,"S.D.","","","","","","","","","",NA,NA,NA,"","",NA,"","Paullinia cururu L.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia cururu L.","L.",NA,NA,NA,NA,NA,NA
"28645","gbif","","","","","K","Herbarium","Royal Botanic Gardens, Kew - Herbarium Specimens","PRESERVED_SPECIMEN","K000037063","899","Linden, J.","With K000037046, 47, K000037064 & 65",NA,NA,NA,NA,"","","","MX","","","","Fuentenacional","","",NA,NA,NA,"","Radlk.",NA,"","Serjania macrococca Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania macrococca Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"62525","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2883676","PhysicalObject","","","MNHN","P","P herbarium - Muséum national d’histoire naturelle, Paris - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","P05242648","s.n.","Nadeaud;","",NA,NA,NA,NA,"-/-","","","","","","","Copa-cabana.","","",NA,NA,NA,"","",NA,"2010-2012","Serjania communis Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania communis Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"39539","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3701796","PhysicalObject","","","US","US","US herbarium - Smithsonian Institute - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","US00712294","7786","W. R. Anderson;","","1973-03-23 00:00:00","1973","3","23","3/23/1973","","Flowering","BR","Goias","","","Serra Geral do Parana, 3 km by road S of Sao Joao da Alianaa.","","",NA,NA,NA,"","Kallunki, J. A.",NA,"","Serjania meridionalis Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania meridionalis Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"34652","gbif","","Collection","","","Universidade Federal do Ceará","EAC","EAC - Herbário Prisco Bezerra","PRESERVED_SPECIMEN","38866","13","Santos, A.L.S.","Cipó enrolado em planta, cápsulas em forma de tetraedro, coloração verde; Cerrado","2002-05-26 00:00:00","2002","5","26","","","","BR","Alagoas","","Junqueiro","Povoado de Maçaranduba","","","-9.925278","-36.47583",NA,"","Lemos, R.P.L.","2003-01-01","","Serjania corrugata Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania corrugata Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"122937","gbif","","Collection","","","Jardim Botânico Plantarum","HPL","HPL - Herbário do Jardim Botânico Plantarum","PRESERVED_SPECIMEN","11373","1173","J.A. Pastore & C. Moura","","2002-07-05 00:00:00","2002","7","5","","","","BR","Sp","","São Vicente","Coletado no Parque Estadual Xixová-Japuí; praia de Paranapuã, restinga, margem de córrego. S 23° 58' 37"" - 24° 02' 06"" e W 46° 22' 19"" - 46° 24' 42""","","",NA,NA,NA,"","J.A. Pastore","2002-07-07","","Paullinia trigonia Vell.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia trigonia Vell.","Vell.",NA,NA,NA,NA,NA,NA
"72053","gbif","","PhysicalObject","Botany","seeds-11-may-2020","F","Botany","Field Museum of Natural History (Botany)  Seed Plant Collection","PRESERVED_SPECIMEN","V0274783F","","","",NA,NA,NA,NA,"","","","BO","","","","","","","-16.7261","-64.435",NA,"","",NA,"","Serjania ovalifolia Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania ovalifolia Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"14397","gbif","Avendaño-Reyes, S., I. Acosta R. 2019. Digitalización y sistematización de las colecciones biológicas del INECOL. Instituto Nacional de Ecología, A.C. Base de datos SNIB-CONABIO_Herbario XAL, Proyectos No. ME014, AA002, U021, L090, K004, E008 y P026. Ciudad de México","Event","50","d6fab9a2e50c99538e9b948aecfabb9f","INECOL","XAL","Digitalización y sistematización de las colecciones biológicas del INECOL (Herbario)","PRESERVED_SPECIMEN","87390","","J. Alba; V. Vázquez T.","NO DISPONIBLE","1986-09-13 00:00:00","1986","9","13","","NO DISPONIBLE","","MX","Veracruz de ignacio de la llave","NAOLINCO","","Las Aldas","","","19.62722","-96.825",NA,"","J. Calonico S.",NA,"","Serjania brachycarpa A.Gray ex Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania brachycarpa A.Gray ex Radlk.","A.Gray ex Radlk.",NA,NA,NA,NA,NA,NA
"100823","gbif","","Collection","","","UFPE","UFP","UFP - Herbário UFP - Geraldo Mariz","PRESERVED_SPECIMEN","64770","2321","Lima-Verde, LW; Costa, IR","Planta escandente.","2000-12-15 00:00:00","2000","12","15","","","","BR","Ceará","","Crato","Flona do Araripe","","",NA,NA,NA,"","Lima-Verde, LW","2000-12-15","","Serjania lethalis A.St.-Hil.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania lethalis A.St.-Hil.","A.St.-Hil.",NA,NA,NA,NA,NA,NA
"19668","gbif","","Collection","","","Universidade Federal de Jataí","HJ","HJ - Herbario Jataiense","PRESERVED_SPECIMEN","6199","1357","Guilherme, FAG; Carneiro, SES; Bernasol, WP","","2008-10-23 00:00:00","2008","10","23","","","","BR","Goiás","","Caçu","UHE Salto.","","","-18.58389","-51.14139",NA,"","",NA,"","Serjania Mill.","Sapindaceae","Serjania","GENUS","ACCEPTED","Serjania Mill.","Mill.",NA,NA,NA,NA,NA,NA
"5318","gbif","","PhysicalObject","http://grscicoll.org/institutional-collection/botany","","CASC","CASBOT-BC","CAS Botany (BOT)","PRESERVED_SPECIMEN","580441","48971","Breedlove, D. E.","Vine.","1980-12-30 00:00:00","1980","12","30","30 December 1980","Thorn Forest.","","MX","Chiapas","Cintalapa Municipio","","Near and NW of Cintalapa along road to Colonia Francisco I. Madero","","560 m",NA,NA,NA,"","",NA,"","Serjania triquetra Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania triquetra Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"4604","gbif","http://www.tropicos.org/Specimen/2989572","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2989572","Riedel 25","Ludwig Riedel","","1829-01-01 00:00:00","1829",NA,NA,"","","","BR","","","","Brasilia. Rio de Janiero.","","",NA,NA,NA,"","A. Tolmatchew",NA,"","Serjania clematidifolia Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania clematidifolia Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"42877","gbif","","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15556","","NY","NY","The New York Botanical Garden Herbarium (NY)","PRESERVED_SPECIMEN","01308127","108a","Wright","",NA,NA,NA,NA,"s.d.","","","CU","","","","Oriente","","",NA,NA,NA,"","",NA,"","Serjania crenata Griseb.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania crenata Griseb.","Griseb.",NA,NA,NA,NA,NA,NA
"121746","gbif","","","","","UM","MPU","Herbarium specimens of Université de Montpellier 2, Institut de Botanique (MPU))","PRESERVED_SPECIMEN","MPU1188209","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Paullinia marginata Casar.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia marginata Casar.","Casar.",NA,NA,NA,NA,NA,NA
"27339","gbif","","Physical Object","","","JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN","RB00385107","2991","G. Martinelli; et al","Trepadeira com gavinhas, folhas concolor, botões florais verdes.","1977-09-26 00:00:00","1977","9","26","","","","BR","Rio de Janeiro","","Petrópolis","Rodovia Washington Luiz, próximo ao viaduto III.","","",NA,NA,NA,"","Genise V. Somner & María S. Ferrucci","2006-01-01","","Paullinia meliifolia Juss.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia meliifolia Juss.","Juss.",NA,NA,NA,NA,NA,NA
"14278","gbif","Avendaño-Reyes, S., I. Acosta R. 2019. Digitalización y sistematización de las colecciones biológicas del INECOL. Instituto Nacional de Ecología, A.C. Base de datos SNIB-CONABIO_Herbario XAL, Proyectos No. ME014, AA002, U021, L090, K004, E008 y P026. Ciudad de México","Event","50","ed4fc678b97066baf3011eebcbce90d9","INECOL","XAL","Digitalización y sistematización de las colecciones biológicas del INECOL (Herbario)","PRESERVED_SPECIMEN","V099560","","G. Ibarra-Manriquez; S. Sinaca C.","NO DISPONIBLE","1983-11-14 00:00:00","1983","11","14","","Selva alta perennifolia","","MX","Veracruz de ignacio de la llave","SAN ANDRES TUXTLA","","Laguna Zacatal, 4.5 km al NW de la Estación de Biología Tropical Los Tuxtlas","","","18.58917","-95.08805",NA,"","R. Acevedo R.",NA,"","Serjania goniocarpa Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania goniocarpa Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"80057","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=1251404","PhysicalObject","","","K","K","K herbarium - Royal Botanic Gardens, Kew - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","K000074516","12508","Glaziou, A.F.M.;","Com. A. Glaziou, Feb. 1882.",NA,NA,NA,NA,"","","","BR","","","","Rio de Janeiro Environs de","","",NA,NA,NA,"ISOTYPE","Ferrucci, M.S.",NA,"","Cardiospermum urvilleoides (Radlk.) Ferrucci","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum urvilleoides (Radlk.) Ferrucci","(Radlk.) Ferrucci",NA,NA,NA,NA,NA,NA
"30789","gbif","","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15556","","NY","NY","The New York Botanical Garden Herbarium (NY)","PRESERVED_SPECIMEN","869767","23","L. R. Marinho","","1976-02-08 00:00:00","1976","2","8","08 Feb 1976","","","BR","Acre","Cruzeiro do Sul","","Projeto RADAM.","","","-7.634555","-72.67165",NA,"","P. Acevedo-Rodríguez",NA,"","Serjania grandifolia Sagot ex Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania grandifolia Sagot ex Radlk.","Sagot ex Radlk.",NA,NA,NA,NA,NA,NA
"68769","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2717865","PhysicalObject","","","CEPEC","CEPEC","CEPEC herbarium - Centro de Pesquisas do Cacau - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","CEPEC00032139","1708","J. L. Hage;","Plantação de cacau. Solo argiloso compacto.","1983-07-16 00:00:00","1983","7","16","16/7/1983","","Cipó","BR","Bahia","","SÃO SEBASTIÃO DO PASSÉ","Area da Estação Experimental Sósthenes Miranda. Quadra I.Km 62 da BR-324.","","",NA,NA,NA,"","M. S. Ferrucci",NA,"","Cardiospermum halicacabum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum halicacabum L.","L.",NA,NA,NA,NA,NA,NA
"106984","gbif","http://www.tropicos.org/Specimen/1003644","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","1003644","Zardini 42935","Elsa M. Zardini|C. Balbuena","","1995-06-20 00:00:00","1995","6","20","","","","PY","San Pedro","","","Yaguareté forest (Sustainable Forest Systems Site). Trail to Río Aguaray. Tall forest.","","","-23.77111","-55.99361",NA,"","P. Acevedo (US)","2002-01-01","","Serjania fuscifolia Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania fuscifolia Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"19239","gbif","","PhysicalObject","","","BR","","Meise Botanic Garden Herbarium (BR)","PRESERVED_SPECIMEN","BR0000018157017","12131","de Witte G.F.","","1955-04-04 00:00:00","1955","4","4","","","","CD","","","","","","",NA,NA,NA,"","",NA,"","Cardiospermum grandiflorum Sw.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum grandiflorum Sw.","Sw.",NA,NA,NA,NA,NA,NA
"67129","gbif","","","","","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB","Colección Herbario Federico Medem Bogotá - FMB","PRESERVED_SPECIMEN","FMB-10966","Bunch 569","Arboleda, O. | Brand, J. | Bunch, P. | Santa, J.","","1981-05-16 00:00:00","1981","5","16","","","","CO","La Guajira","","","Near arroyo Bruno intersects the road from El Ocho to Tabaco","","",NA,NA,NA,"","Anónimo",NA,"","Paullinia L.","Sapindaceae","Paullinia","GENUS","ACCEPTED","Paullinia L.","L.",NA,NA,NA,NA,NA,NA
"20627","gbif","","Collection","","","Universidade Federal de Minas Gerais","BHCB","BHCB - Herbário da Universidade Federal de Minas Gerais","PRESERVED_SPECIMEN","81715","1353","Oliveira, JE","Trepadeira; Cerado sujo.","1943-05-02 00:00:00","1943","5","2","","","","BR","Minas Gerais","","Montes Claros","","","",NA,NA,NA,"","",NA,"","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"50316","gbif","","Physical Object","","","JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN","RB00385689","","J.G. Kuhlmann","Arbustinho subsarmentoso, ou formando touceira","1949-09-28 00:00:00","1949","9","28","","","","BR","Rio de Janeiro","","Rio de Janeiro","Restinga da Barra da Tijuca.","","",NA,NA,NA,"","María S. Ferrucci & Genise V. Somner",NA,"","Paullinia weinmanniifolia Mart.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia weinmanniifolia Mart.","Mart.",NA,NA,NA,NA,NA,NA
"105228","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5455604","PhysicalObject","","","HUCP","HUCP","HUCP herbarium - Pontífica Universidade Católica do Paraná PUC - Herbário Virtual Reflora","PRESERVED_SPECIMEN","HUCP00023110","806","Shirata, MT;Bolsom, M","",NA,NA,NA,NA,"00/00/0000","","","BR","Paraná","","Guaratuba","h","","","0","0",NA,"","",NA,"","Cardiospermum L.","Sapindaceae","Cardiospermum","GENUS","ACCEPTED","Cardiospermum L.","L.",NA,NA,NA,NA,NA,NA
"32769","gbif","","Collection","","","UEM","HUEM","HUEM - Herbário da Universidade Estadual de Maringá","PRESERVED_SPECIMEN","21173","34","Bento Fernandes, CE; L.M.Garcia; J.M.Garcia","Liana; botões florais coloração verde e roxo; frutos maturos coloração marrom; borda de mata; área afetada pelas geadas.","2011-08-23 00:00:00","2011","8","23","","","","BR","Paraná","","Marilena","rio Areia, margem direita","","","-22.72278","-53.11306",NA,"","Rosado","2011-10-01","","Serjania glutinosa Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania glutinosa Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"36544","gbif","","Collection","","","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","Herbarium - Instituto Nacional de Pesquisas da Amazônia (INPA)","PRESERVED_SPECIMEN","192944","500","Mike Hopkins","","1993-04-08 00:00:00","1993","4","8","","","","BR","Acre","Marechal Thauma","","Reserva Extrativista do Alto Juruá., Bacia do Rio Juruá, margem esquerda, Reserva Extrativista do Alto Juruá, along Igarapé Ceará.","","",NA,NA,NA,"","Beck, H.T.","1995-01-01","","Paullinia fimbriata Radlk.","Sapindaceae","Paullinia","SPECIES","SYNONYM","Paullinia rugosa Benth. ex Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"119255","gbif","","","","","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)","herbario","PRESERVED_SPECIMEN","85222","","Liesner, Ronald","","1978-01-29 00:00:00","1978","1","29","","","","CR","Guanacaste","La Cruz","","P.N. Santa Rosa 2 km southwest of la Cruz.","","","11.06","-85.66",NA,"","Croat, Thomas B.",NA,"","Serjania schiedeana Schltdl.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania schiedeana Schltdl.","Schltdl.",NA,NA,NA,NA,NA,NA
"122994","gbif","","Collection","","","Cenargen","CEN","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","PRESERVED_SPECIMEN","44463","700","Luciano de Bem Bianchetti","Fruto inflado.&nf;Det. in dupl.","1988-05-19 00:00:00","1988","5","19","","","","BR","Pi","","PIMENTEIRAS","28,1 km de Pimenteiras. Estrada Pimenteiras - Valença do Piauí.","","",NA,NA,NA,"","M. S. Ferrucci","2013-01-01","","Cardiospermum corindum var. corindum","Sapindaceae","Cardiospermum","VARIETY","ACCEPTED","Cardiospermum corindum var. corindum","",NA,NA,NA,NA,NA,NA
"110245","gbif","","Collection","","","UnB","UB","UB - Herbário da Universidade de Brasília","PRESERVED_SPECIMEN","165527","1479","Cordeiro, J; Cruz, JM","Trepadeira, fruto imaturo.; Restinga arbustiva.","1998-06-01 00:00:00","1998","6","1","","","","BR","Paraná","","Pontal do Paraná ","Pontal do Sul.","","",NA,NA,NA,"","Ferrucci, MS","1999-01-01","","Paullinia trigonia Vell.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia trigonia Vell.","Vell.",NA,NA,NA,NA,NA,NA
"21727","gbif","","Collection","","","UNIVASF","HVASF","HVASF - Herbário Vale do São Francisco","PRESERVED_SPECIMEN","17529","19","A.A. Reis","Trepadeira. Folhas compostas, alternas. Flores alvas. Frutos imaturos, verdes.","2012-04-08 00:00:00","2012","4","8","","","","BR","Piauí","","Dom Inocêncio","Sítio Boa Vista, situado na localidade de Lagoa Formosa, zona rural da Cacimbinha","","","-9.228277","-41.83433",NA,"","J.A. Siqueira Filho","2012-11-22","","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"103270","gbif","","","","","","","Centre for Plant Medicine Research (CPMR) medicinal plants dataset","PRESERVED_SPECIMEN","","","","","1991-03-12 00:00:00","1991","3","12","","","","GH","Eastern","","","Amanfo near Mampong Akwapem","","",NA,NA,NA,"","",NA,"","Cardiospermum grandiflorum Sw.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum grandiflorum Sw.","Sw.",NA,NA,NA,NA,NA,NA
